Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz),On Demand (Vantage),Linux Spot Average cost (Vantage),Linux Reserved cost (Vantage),On Demand Numeric,Linux Spot Average Numeric,Linux Reserved Numeric,On Demand Filled,Linux Spot Average cost Filled,Linux Reserved cost Filled,gpu_model_clean,cpu_model_clean,gpu_count,vcpu_count,memory_gib,price_usd_per_hour,reserved_price_usd_per_hour,spot_price_usd_per_hour,cpu_tdp_w_package,threads_per_package,cpu_tdp_w_per_vcpu,cpu_source_type,cpu_source_name,cpu_source_note,cpu_mapping_status,gpu_tdp_w_per_gpu,storage_is_local_ssd,storage_total_gb,storage_drive_count_explicit,storage_text_clean,proxy_model,proxy_capacity_gb,idle_w,active_w,idle_w_per_tb,active_w_per_tb,source_type,source_note,estimated_drive_count,estimated_per_drive_gb,storage_total_tb,ssd_idle_w_per_tb,ssd_active_w_per_tb,ssd_idle_w_total,ssd_active_w_total,ram_idle_w_total,ram_active_w_total,gpu_mapping_status,scenario,cpu_utilization,gpu_utilization,ssd_state,ram_state,total_cpu_power_w,total_gpu_power_w,total_ram_power_w,total_ssd_power_w,other_components_power_w,total_power_w,total_power_mw,voll_usd_per_mwh,voll_reserved_usd_per_mwh,voll_spot_usd_per_mwh
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,g5,"69,633.842",GPU instance,115.0 fps,16 GiB,3200 MT/s,No,,,,,,,,0 units,4 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,250 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,700 Mbps,87.5 MB/s,3000 IOPS,3500 Mbps,437.5 MB/s,15000 IOPS,Yes,60.0,4.0,Yes,No,Yes,4.0,Yes,Yes,Yes,Unknown,Yes,,$1.006 hourly,$0.6338 hourly,$0.4541 hourly,$0.4846 hourly,$1.0636 hourly,$0.6914 hourly,$0.5117 hourly,$0.5658 hourly,$1.1336 hourly,$0.7614 hourly,,,$1.0623 hourly,$0.6838 hourly,$0.5104 hourly,$0.5645 hourly,$1.19 hourly,$0.8178 hourly,$0.2846 hourly,$0.2898 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$0.2515 hourly,current,Ampere,26.0°C,Yes,3.83x,57.0W,57.0W,1710 MHz,1710 MHz,6251 MHz,1500 MHz,,,,1.006,0.4846,0.6338,1.006,0.4846,0.6338,A10G,AMD EPYC 7R32,1.0,4.0,16.0,1.006,0.6338,0.4846,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Rome custom-SKU benchmark/reference listings, phoronix",AWS custom Rome part; package TDP inferred from common benchmark/reference sources.,resolved,150,True,250.0,,250 GB NVMe SSD,Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,250.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,12.727272727272725,163.63636363636363,0.0,0.0,0.0,176.36363636363635,0.00017636363636363634,5704.123711340207,3593.7113402061864,2747.7319587628867
G5G 16xlarge Extra Large,g5g.16xlarge,g5g,"1,283,422.46",GPU instance,100.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,2.0,NVIDIA T4G Tensor Core,32 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$2.744 hourly,$1.7287 hourly,$0.3629 hourly,$0.5962 hourly,$3.4352 hourly,$2.4199 hourly,$1.0541 hourly,$1.6347 hourly,$4.3312 hourly,$3.3159 hourly,,,$2.869 hourly,$1.7887 hourly,$0.4879 hourly,$1.0685 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,10-15%,,current,"Turing, Turing",74.5°C,Yes,3.31x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,2.744,0.5962,1.7287,2.744,0.5962,1.7287,T4G,AWS Graviton2 Processor,2.0,64.0,128.0,2.744,1.7287,0.5962,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,119.99999999999999,152.72727272727272,0.0,0.0,0.0,272.7272727272727,0.0002727272727272727,10061.333333333336,6338.5666666666675,2186.066666666667
G5G Double Extra Large,g5g.2xlarge,g5g,"157,801.302",GPU instance,99.0 fps,16 GiB,,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,2375 Mbps,296.875 MB/s,12000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,No,,$0.556 hourly,$0.3503 hourly,$0.2065 hourly,$0.2356 hourly,$0.6712 hourly,$0.4655 hourly,$0.3217 hourly,$0.4171 hourly,$0.8112 hourly,$0.6055 hourly,,,$0.681 hourly,$0.4103 hourly,$0.3315 hourly,$0.4269 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,73.0°C,Yes,3.28x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,0.556,0.2356,0.3503,0.556,0.2356,0.3503,T4G,AWS Graviton2 Processor,1.0,8.0,16.0,0.556,0.3503,0.2356,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,14.999999999999998,76.36363636363636,0.0,0.0,0.0,91.36363636363636,9.136363636363636e-05,6085.572139303484,3834.129353233831,2578.706467661692
G5G Quadruple Extra Large,g5g.4xlarge,g5g,"314,877.985",GPU instance,99.0 fps,32 GiB,,No,,,,,,,,0 units,16 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$0.828 hourly,$0.5216 hourly,$0.215 hourly,$0.2403 hourly,$1.0008 hourly,$0.6944 hourly,$0.3878 hourly,$0.4449 hourly,$1.2248 hourly,$0.9184 hourly,,,$0.953 hourly,$0.5816 hourly,$0.34 hourly,$0.3971 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,58.0°C,Yes,3.30x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,0.828,0.2403,0.5216,0.828,0.2403,0.5216,T4G,AWS Graviton2 Processor,1.0,16.0,32.0,0.828,0.5216,0.2403,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,29.999999999999996,76.36363636363636,0.0,0.0,0.0,106.36363636363636,0.00010636363636363636,7784.615384615385,4903.931623931624,2259.2307692307695
G5G Eight Extra Large,g5g.8xlarge,g5g,"622,245.268",GPU instance,100.0 fps,64 GiB,,No,,,,,,,,0 units,32 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240.0,8.0,Yes,No,Yes,54.0,Yes,Yes,Yes,Unknown,No,,$1.372 hourly,$0.8644 hourly,$0.4199 hourly,$0.5597 hourly,$1.7176 hourly,$1.21 hourly,$0.7655 hourly,$1.2256 hourly,$2.1656 hourly,$1.658 hourly,,,$1.497 hourly,$0.9244 hourly,$0.5449 hourly,$1.005 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,72.0°C,Yes,3.33x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,720 MHz,,,,1.372,0.5597,0.8644,1.372,0.5597,0.8644,T4G,AWS Graviton2 Processor,1.0,32.0,64.0,1.372,0.8644,0.5597,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,59.99999999999999,76.36363636363636,0.0,0.0,0.0,136.36363636363635,0.00013636363636363634,10061.333333333336,6338.933333333334,4104.466666666667
G5G Metal,g5g.metal,g5g,"1,262,202.939",GPU instance,178.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,2.0,NVIDIA T4G Tensor Core,32 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,Yes,Yes,107.0,Yes,Yes,Yes,Unknown,No,,$2.744 hourly,$1.7287 hourly,$0.524 hourly,$0.6567 hourly,$3.4352 hourly,$2.4199 hourly,$1.2152 hourly,$1.6802 hourly,$4.3312 hourly,$3.3159 hourly,,,$2.869 hourly,$1.7887 hourly,$0.649 hourly,$1.114 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,>20%,,current,"Turing, Turing",75.0°C,No,5.93x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,735 MHz,,,,2.744,0.6567,1.7287,2.744,0.6567,1.7287,T4G,AWS Graviton2 Processor,2.0,64.0,128.0,2.744,1.7287,0.6567,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,119.99999999999999,152.72727272727272,0.0,0.0,0.0,272.7272727272727,0.0002727272727272727,10061.333333333336,6338.5666666666675,2407.9
G5G Extra Large,g5g.xlarge,g5g,"77,504.36",GPU instance,99.0 fps,8 GiB,,No,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,1.0,NVIDIA T4G Tensor Core,16 GiB,7.5,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,,,,,EBS only,,,arm64,Up to 10 Gigabit,1188 Mbps,148.5 MB/s,6000 IOPS,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,18.0,Yes,Yes,Yes,Unknown,No,,$0.42 hourly,$0.2646 hourly,$0.1118 hourly,$0.1249 hourly,$0.4776 hourly,$0.3222 hourly,$0.1694 hourly,$0.2041 hourly,$0.5476 hourly,$0.3922 hourly,,,$0.4763 hourly,$0.3146 hourly,$0.1681 hourly,$0.2028 hourly,,,,,$3.018 hourly,$1.902 hourly,,,,,,,,,,,,,5-10%,,current,Turing,67.0°C,Yes,3.29x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,720 MHz,,,,0.42,0.1249,0.2646,0.42,0.1249,0.2646,T4G,AWS Graviton2 Processor,1.0,4.0,8.0,0.42,0.2646,0.1249,110.0,64.0,1.71875,secondary_reference,AWS Graviton2 public specs plus benchmark study,Best-effort package TDP proxy for Graviton2; no single public AWS TDP figure.,resolved,70,False,0.0,,EBS only,No host-local SSD attributed,0.0,0.0,0.0,0.0,0.0,not_applicable,EBS-only or no local SSD in instance dataset.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,7.499999999999999,76.36363636363636,0.0,0.0,0.0,83.86363636363636,8.386363636363635e-05,5008.130081300814,3155.1219512195125,1489.3224932249325
G6 Graphics and Machine Learning GPU 12xlarge Extra Large,g6.12xlarge,g6,"1,056,861.342",GPU instance,138.0 fps,192 GiB,3200 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,4.0,NVIDIA L4,96 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,3760 GB (4×940 GB NVMe SSD),Yes,Yes,x86_64,40 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,240.0,8.0,Yes,No,Yes,114.0,Yes,Yes,Yes,Unknown,Yes,,$4.6016 hourly,$2.9956 hourly,$1.9524 hourly,$2.2364 hourly,$5.12 hourly,$3.514 hourly,$2.4708 hourly,$3.1353 hourly,$5.792 hourly,$4.186 hourly,,,$4.7266 hourly,$3.0555 hourly,$2.0774 hourly,$2.7419 hourly,$6.8096 hourly,$5.2036 hourly,$2.6682 hourly,$2.722 hourly,$14.685 hourly,$9.56 hourly,$7.6208 hourly,$6.0148 hourly,$12.5696 hourly,$10.9636 hourly,$24.8096 hourly,$23.2036 hourly,$5.4128 hourly,$3.8068 hourly,$10.3616 hourly,$8.7556 hourly,$22.6016 hourly,$20.9956 hourly,5-10%,$1.1504 hourly,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",46.0°C,Yes,4.58x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,4.6016,2.2364,2.9956,4.6016,2.2364,2.9956,L4,AMD EPYC 7R13 Processor,4.0,48.0,192.0,4.6016,2.9956,2.2364,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,3760.0,4,3760 GB (4×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,4,940.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,152.72727272727272,314.18181818181813,0.0,0.0,0.0,466.9090909090909,0.00046690909090909085,9855.45171339564,6415.809968847353,4789.797507788163
G6 Graphics and Machine Learning GPU 16xlarge Extra Large,g6.16xlarge,g6,"1,380,872.755",GPU instance,134.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,64 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,1880 GB (2×940 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,Yes,,$3.3968 hourly,$2.2113 hourly,$1.2304 hourly,$1.2526 hourly,$4.088 hourly,$2.9025 hourly,$1.9216 hourly,$1.9623 hourly,$4.984 hourly,$3.7985 hourly,,,$3.5218 hourly,$2.2712 hourly,$1.3554 hourly,$1.3961 hourly,$6.3408 hourly,$5.1553 hourly,$3.3118 hourly,$3.3128 hourly,$14.685 hourly,$9.56 hourly,$7.4224 hourly,$6.2369 hourly,$14.0208 hourly,$12.8353 hourly,$30.3408 hourly,$29.1553 hourly,$4.4784 hourly,$3.2929 hourly,$11.0768 hourly,$9.8913 hourly,$27.3968 hourly,$26.2113 hourly,10-15%,$0.8492 hourly,current,Ada Lovelace,40.0°C,Yes,4.46x,28.0W,28.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,3.3968,1.2526,2.2113,3.3968,1.2526,2.2113,L4,AMD EPYC 7R13 Processor,1.0,64.0,256.0,3.3968,2.2113,1.2526,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,1880.0,2,1880 GB (2×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,2,940.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,203.6363636363636,78.54545454545453,0.0,0.0,0.0,282.18181818181813,0.00028218181818181814,12037.628865979383,7836.436855670105,4438.981958762887
G6 Graphics and Machine Learning GPU 24xlarge,g6.24xlarge,g6,"1,884,200.196",GPU instance,134.0 fps,384 GiB,3200 MT/s,No,,,,,,,,0 units,96 vCPUs,4.00 GiB/vCPU,4.0,NVIDIA L4,96 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,3760 GB (4×940 GB NVMe SSD),Yes,Yes,x86_64,50 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,Yes,,$6.6752 hourly,$4.3456 hourly,$1.7363 hourly,$3.4518 hourly,$7.712 hourly,$5.3824 hourly,$2.7731 hourly,$5.3978 hourly,$9.056 hourly,$6.7264 hourly,,,$6.8002 hourly,$4.4055 hourly,$1.8613 hourly,$4.486 hourly,$11.0912 hourly,$8.7616 hourly,$5.0835 hourly,$5.2898 hourly,$14.685 hourly,$9.56 hourly,$12.7136 hourly,$10.384 hourly,$22.6112 hourly,$20.2816 hourly,$47.0912 hourly,$44.7616 hourly,$8.2976 hourly,$5.968 hourly,$18.1952 hourly,$15.8656 hourly,$42.6752 hourly,$40.3456 hourly,>20%,$1.6688 hourly,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",35.3°C,Yes,4.46x,26.0W,26.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,6.6752,3.4518,4.3456,6.6752,3.4518,4.3456,L4,AMD EPYC 7R13 Processor,4.0,96.0,384.0,6.6752,4.3456,3.4518,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,3760.0,4,3760 GB (4×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,4,940.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,305.45454545454544,314.18181818181813,0.0,0.0,0.0,619.6363636363635,0.0006196363636363635,10772.769953051646,7013.145539906104,5570.686619718311
G6 Graphics and Machine Learning GPU Double Extra Large,g6.2xlarge,g6,"167,346.512",GPU instance,133.0 fps,32 GiB,3200 MT/s,No,,,,,,,,0 units,8 vCPUs,4.00 GiB/vCPU,1.0,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,450 GB NVMe SSD,Yes,Yes,x86_64,Up to 10 Gigabit,2000 Mbps,250 MB/s,8000 IOPS,5000 Mbps,625 MB/s,20000 IOPS,Yes,60.0,4.0,Yes,No,Yes,38.0,Yes,Yes,Yes,Unknown,Yes,,$0.9776 hourly,$0.6364 hourly,$0.4225 hourly,$0.5652 hourly,$1.0928 hourly,$0.7516 hourly,$0.5377 hourly,$0.8513 hourly,$1.2328 hourly,$0.8916 hourly,,,$1.1026 hourly,$0.6963 hourly,$0.5475 hourly,$0.8611 hourly,$1.3456 hourly,$1.0044 hourly,$0.4759 hourly,$0.4768 hourly,$14.685 hourly,$9.56 hourly,$1.4808 hourly,$1.1396 hourly,$2.3056 hourly,$1.9644 hourly,$4.3456 hourly,$4.0044 hourly,$1.1128 hourly,$0.7716 hourly,$1.9376 hourly,$1.5964 hourly,$3.9776 hourly,$3.6364 hourly,10-15%,$0.2444 hourly,current,Ada Lovelace,39.0°C,Yes,4.44x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz,,,,0.9776,0.5652,0.6364,0.9776,0.5652,0.6364,L4,AMD EPYC 7R13 Processor,1.0,8.0,32.0,0.9776,0.6364,0.5652,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,450.0,,450 GB NVMe SSD,Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,1,450.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,25.45454545454545,78.54545454545453,0.0,0.0,0.0,103.99999999999999,0.00010399999999999998,9400.000000000002,6119.23076923077,5434.615384615386
G6 Graphics and Machine Learning GPU 48xlarge,g6.48xlarge,g6,"3,842,689.883",GPU instance,131.0 fps,768 GiB,3200 MT/s,Yes,2.0,32.0,48.0,96.0,372844 MB,192.0 MB,Yes,0 units,192 vCPUs,4.00 GiB/vCPU,8.0,NVIDIA L4,192 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,7520 GB (8×940 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750.0,15.0,Yes,No,Yes,107.0,Yes,Yes,Yes,Unknown,Yes,,$13.3504 hourly,$8.6911 hourly,$4.8736 hourly,$6.7393 hourly,$15.1936 hourly,$10.5343 hourly,$6.7168 hourly,$9.884 hourly,$17.2096 hourly,$12.5503 hourly,,,$13.4754 hourly,$8.751 hourly,$4.9986 hourly,$8.1658 hourly,$22.1824 hourly,$17.5231 hourly,$10.167 hourly,$10.2607 hourly,$14.685 hourly,$9.56 hourly,$25.4272 hourly,$20.7679 hourly,$45.2224 hourly,$40.5631 hourly,$94.1824 hourly,$89.5231 hourly,$16.5952 hourly,$11.9359 hourly,$36.3904 hourly,$31.7311 hourly,$85.3504 hourly,$80.6911 hourly,15-20%,$3.3376 hourly,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",38.4°C,Yes,4.37x,23.0W,23.0W,1588 MHz,1588 MHz,4790 MHz,1519 MHz,,,,13.3504,6.7393,8.6911,13.3504,6.7393,8.6911,L4,AMD EPYC 7R13 Processor,8.0,192.0,768.0,13.3504,8.6911,6.7393,280.0,96.0,2.9166666666666665,benchmark_proxy,"Closest EPYC Milan custom-SKU benchmark/reference listings, serverorbit",AWS custom Milan part; package TDP inferred from common benchmark/reference sources.,resolved,72,True,7520.0,8,7520 GB (8×940 GB NVMe SSD),Benchmark for small,1.0,0.0,0.0,0.0,0.0,proxy_reference,Proxy SSD class with watts expressed on a per-TB basis.,8,940.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,resolved,hi,1.2,1.2,active,active,610.9090909090909,628.3636363636363,0.0,0.0,0.0,1239.272727272727,0.001239272727272727,10772.769953051646,7013.0648474178415,5438.108861502348
